Date,Month,MeanTemp
5/11/1943,5,28.88888889
5/12/1943,5,25.55555556
5/13/1943,5,24.44444444
5/14/1943,5,23.88888889
5/15/1943,5,27.77777778
5/16/1943,5,26.66666667
5/17/1943,5,24.44444444
5/18/1943,5,24.44444444
5/19/1943,5,24.44444444
5/20/1943,5,24.44444444
5/21/1943,5,24.44444444
5/22/1943,5,24.44444444
5/23/1943,5,25.55555556
5/24/1943,5,27.22222222
5/25/1943,5,26.66666667
5/26/1943,5,25.55555556
5/27/1943,5,23.33333333
5/28/1943,5,25.55555556
5/29/1943,5,27.77777778
5/30/1943,5,30
5/31/1943,5,28.33333333
6/1/1943,6,28.33333333
6/2/1943,6,27.77777778
6/3/1943,6,27.22222222
6/4/1943,6,28.88888889
6/5/1943,6,26.66666667
6/6/1943,6,26.66666667
6/7/1943,6,27.77777778
6/8/1943,6,27.77777778
6/9/1943,6,26.66666667
6/10/1943,6,27.77777778
6/11/1943,6,30
6/12/1943,6,27.77777778
6/13/1943,6,26.66666667
6/14/1943,6,28.33333333
6/15/1943,6,29.44444444
6/16/1943,6,26.66666667
6/17/1943,6,27.77777778
6/18/1943,6,28.88888889
6/19/1943,6,27.77777778
6/20/1943,6,28.33333333
6/21/1943,6,28.33333333
6/22/1943,6,28.88888889
6/23/1943,6,28.88888889
6/24/1943,6,27.77777778
6/25/1943,6,28.33333333
6/26/1943,6,28.33333333
6/27/1943,6,29.44444444
6/28/1943,6,28.88888889
6/29/1943,6,28.88888889
6/30/1943,6,27.77777778
7/1/1943,7,27.77777778
7/2/1943,7,28.33333333
7/3/1943,7,27.77777778
7/4/1943,7,27.22222222
7/5/1943,7,27.77777778
7/6/1943,7,27.77777778
7/7/1943,7,27.77777778
7/8/1943,7,28.88888889
7/9/1943,7,28.88888889
7/10/1943,7,29.44444444
7/11/1943,7,31.11111111
7/12/1943,7,31.11111111
7/13/1943,7,28.88888889
7/14/1943,7,28.88888889
7/15/1943,7,27.77777778
7/16/1943,7,29.44444444
7/17/1943,7,29.44444444
7/18/1943,7,28.88888889
7/19/1943,7,25.55555556
7/20/1943,7,28.88888889
7/21/1943,7,28.88888889
7/22/1943,7,28.88888889
7/23/1943,7,30
7/24/1943,7,31.11111111
7/25/1943,7,30
7/26/1943,7,30
7/27/1943,7,28.88888889
7/28/1943,7,28.88888889
7/29/1943,7,28.88888889
7/30/1943,7,30
7/31/1943,7,28.88888889
8/1/1943,8,27.22222222
8/2/1943,8,28.88888889
8/3/1943,8,28.88888889
8/4/1943,8,27.77777778
8/5/1943,8,29.44444444
8/6/1943,8,28.33333333
8/7/1943,8,27.22222222
8/8/1943,8,27.77777778
8/9/1943,8,26.66666667
8/10/1943,8,27.77777778
8/11/1943,8,26.66666667
8/12/1943,8,28.88888889
8/13/1943,8,30
8/14/1943,8,26.11111111
8/15/1943,8,27.77777778
8/16/1943,8,27.77777778
8/17/1943,8,28.88888889
8/18/1943,8,28.88888889
8/19/1943,8,28.33333333
8/20/1943,8,29.44444444
8/21/1943,8,27.77777778
8/22/1943,8,27.77777778
8/23/1943,8,28.88888889
8/24/1943,8,28.88888889
8/25/1943,8,28.88888889
8/26/1943,8,26.11111111
8/27/1943,8,25.55555556
8/28/1943,8,27.77777778
8/29/1943,8,28.88888889
8/30/1943,8,28.88888889
8/31/1943,8,27.77777778
9/1/1943,9,30
9/2/1943,9,28.88888889
9/3/1943,9,28.88888889
9/4/1943,9,30
9/5/1943,9,28.88888889
9/6/1943,9,28.33333333
9/7/1943,9,26.66666667
9/8/1943,9,28.88888889
9/9/1943,9,30.55555556
9/10/1943,9,27.77777778
9/11/1943,9,23.88888889
9/12/1943,9,25.55555556
9/13/1943,9,27.22222222
9/14/1943,9,28.88888889
9/15/1943,9,30
9/16/1943,9,30
9/17/1943,9,31.11111111
9/18/1943,9,30.55555556
9/19/1943,9,31.11111111
9/20/1943,9,31.66666667
9/21/1943,9,30
9/22/1943,9,27.77777778
9/23/1943,9,30
9/24/1943,9,26.66666667
9/25/1943,9,26.66666667
9/26/1943,9,26.66666667
9/27/1943,9,23.88888889
9/28/1943,9,24.44444444
9/29/1943,9,26.11111111
9/30/1943,9,27.77777778
10/1/1943,10,28.88888889
10/2/1943,10,28.88888889
10/3/1943,10,28.88888889
10/4/1943,10,27.77777778
10/5/1943,10,26.66666667
10/6/1943,10,23.33333333
10/7/1943,10,26.66666667
10/8/1943,10,29.44444444
10/9/1943,10,28.33333333
10/10/1943,10,27.77777778
10/11/1943,10,26.11111111
10/12/1943,10,26.11111111
10/13/1943,10,26.66666667
10/14/1943,10,25.55555556
10/15/1943,10,25.55555556
10/16/1943,10,25
10/17/1943,10,24.44444444
10/18/1943,10,25.55555556
10/19/1943,10,27.77777778
10/20/1943,10,25.55555556
10/21/1943,10,26.66666667
10/22/1943,10,25.55555556
10/23/1943,10,26.11111111
10/24/1943,10,24.44444444
10/25/1943,10,25.55555556
10/26/1943,10,23.88888889
10/27/1943,10,23.33333333
10/28/1943,10,23.33333333
10/29/1943,10,23.33333333
10/30/1943,10,23.33333333
10/31/1943,10,23.33333333
11/1/1943,11,22.77777778
11/2/1943,11,24.44444444
11/3/1943,11,24.44444444
11/4/1943,11,24.44444444
11/5/1943,11,25
11/6/1943,11,24.44444444
11/7/1943,11,23.88888889
11/8/1943,11,23.88888889
11/9/1943,11,24.44444444
11/10/1943,11,23.33333333
11/11/1943,11,23.33333333
11/12/1943,11,22.22222222
11/13/1943,11,22.22222222
11/14/1943,11,22.22222222
11/15/1943,11,22.22222222
11/16/1943,11,21.66666667
11/17/1943,11,22.22222222
11/18/1943,11,22.77777778
11/19/1943,11,22.22222222
11/20/1943,11,23.88888889
11/21/1943,11,21.11111111
11/22/1943,11,23.33333333
11/23/1943,11,22.77777778
11/24/1943,11,21.66666667
11/25/1943,11,22.22222222
11/26/1943,11,20.55555556
11/27/1943,11,20
11/28/1943,11,22.22222222
11/29/1943,11,21.11111111
11/30/1943,11,20.55555556
12/1/1943,12,20
12/2/1943,12,20.55555556
12/3/1943,12,20
12/4/1943,12,18.88888889
12/5/1943,12,18.88888889
12/6/1943,12,17.77777778
12/7/1943,12,16.66666667
12/8/1943,12,16.66666667
12/9/1943,12,16.66666667
12/10/1943,12,16.66666667
12/11/1943,12,16.66666667
12/12/1943,12,18.33333333
12/13/1943,12,17.77777778
12/14/1943,12,18.88888889
12/15/1943,12,17.77777778
12/16/1943,12,17.77777778
12/17/1943,12,17.77777778
12/18/1943,12,18.33333333
12/19/1943,12,17.22222222
12/20/1943,12,17.77777778
12/21/1943,12,17.77777778
12/22/1943,12,17.77777778
12/23/1943,12,17.77777778
12/24/1943,12,18.88888889
12/25/1943,12,18.88888889
12/26/1943,12,18.88888889
12/27/1943,12,17.77777778
12/28/1943,12,19.44444444
12/29/1943,12,17.22222222
12/30/1943,12,16.66666667
12/31/1943,12,17.77777778
1/1/1944,1,16.66666667
1/2/1944,1,16.11111111
1/3/1944,1,16.11111111
1/4/1944,1,15.55555556
1/5/1944,1,15.55555556
1/6/1944,1,12.22222222
1/7/1944,1,16.66666667
1/8/1944,1,16.66666667
1/9/1944,1,16.66666667
1/10/1944,1,16.66666667
1/11/1944,1,16.66666667
1/12/1944,1,17.77777778
1/13/1944,1,16.66666667
1/14/1944,1,17.22222222
1/15/1944,1,16.66666667
1/16/1944,1,15.55555556
1/17/1944,1,16.66666667
1/18/1944,1,16.11111111
1/19/1944,1,16.11111111
1/20/1944,1,16.66666667
1/21/1944,1,15.55555556
1/22/1944,1,15.55555556
1/23/1944,1,16.66666667
1/24/1944,1,17.77777778
1/25/1944,1,15.55555556
1/26/1944,1,17.77777778
1/27/1944,1,15.55555556
1/28/1944,1,18.88888889
1/29/1944,1,17.22222222
1/30/1944,1,16.11111111
1/31/1944,1,16.66666667
2/1/1944,2,16.66666667
2/2/1944,2,16.11111111
2/3/1944,2,16.66666667
2/4/1944,2,15.55555556
2/5/1944,2,14.44444444
2/6/1944,2,16.66666667
2/7/1944,2,16.66666667
2/8/1944,2,16.66666667
2/9/1944,2,17.22222222
2/10/1944,2,17.77777778
2/11/1944,2,17.77777778
2/12/1944,2,17.77777778
2/13/1944,2,16.66666667
2/14/1944,2,18.33333333
2/15/1944,2,19.44444444
2/16/1944,2,18.88888889
2/17/1944,2,18.33333333
2/18/1944,2,20
2/19/1944,2,18.88888889
2/20/1944,2,18.88888889
2/21/1944,2,17.77777778
2/22/1944,2,20
2/23/1944,2,20
2/24/1944,2,18.88888889
2/25/1944,2,20
2/26/1944,2,22.22222222
2/27/1944,2,20
2/28/1944,2,21.11111111
2/29/1944,2,22.22222222
3/1/1944,3,22.77777778
3/2/1944,3,23.33333333
3/3/1944,3,23.33333333
3/4/1944,3,22.22222222
3/5/1944,3,22.22222222
3/6/1944,3,22.77777778
3/7/1944,3,23.33333333
3/8/1944,3,23.33333333
3/9/1944,3,23.88888889
3/10/1944,3,23.33333333
3/11/1944,3,23.33333333
3/12/1944,3,23.33333333
3/13/1944,3,23.33333333
3/14/1944,3,24.44444444
3/15/1944,3,24.44444444
3/16/1944,3,23.33333333
3/17/1944,3,24.44444444
3/18/1944,3,22.22222222
3/19/1944,3,23.33333333
3/20/1944,3,24.44444444
3/21/1944,3,24.44444444
3/22/1944,3,26.11111111
3/23/1944,3,24.44444444
3/24/1944,3,22.22222222
3/25/1944,3,21.11111111
3/26/1944,3,22.77777778
3/27/1944,3,23.33333333
3/28/1944,3,22.22222222
3/29/1944,3,25
3/30/1944,3,21.11111111
3/31/1944,3,21.11111111
4/1/1944,4,22.22222222
4/2/1944,4,20.55555556
4/3/1944,4,22.22222222
4/4/1944,4,22.77777778
4/5/1944,4,23.33333333
4/6/1944,4,25.55555556
4/7/1944,4,23.33333333
4/8/1944,4,23.33333333
4/9/1944,4,23.33333333
4/10/1944,4,22.77777778
4/11/1944,4,22.77777778
4/12/1944,4,24.44444444
4/13/1944,4,22.22222222
4/14/1944,4,23.33333333
4/15/1944,4,23.33333333
4/16/1944,4,21.11111111
4/17/1944,4,23.33333333
4/18/1944,4,26.66666667
4/19/1944,4,24.44444444
4/20/1944,4,24.44444444
4/21/1944,4,25.55555556
4/22/1944,4,26.66666667
4/23/1944,4,25.55555556
4/24/1944,4,28.33333333
4/25/1944,4,28.88888889
4/26/1944,4,27.77777778
4/27/1944,4,28.33333333
4/28/1944,4,26.66666667
4/29/1944,4,24.44444444
4/30/1944,4,23.33333333
5/1/1944,5,25
5/2/1944,5,24.44444444
5/3/1944,5,25
5/4/1944,5,25.55555556
5/5/1944,5,26.66666667
5/6/1944,5,24.44444444
5/7/1944,5,23.88888889
5/8/1944,5,23.88888889
5/9/1944,5,27.22222222
5/10/1944,5,29.44444444
5/11/1944,5,26.11111111
5/12/1944,5,26.11111111
5/13/1944,5,23.88888889
5/14/1944,5,24.44444444
5/15/1944,5,23.88888889
5/16/1944,5,26.11111111
5/17/1944,5,27.77777778
5/18/1944,5,28.88888889
5/19/1944,5,26.66666667
5/20/1944,5,26.11111111
5/21/1944,5,27.77777778
5/22/1944,5,28.88888889
5/23/1944,5,27.22222222
5/24/1944,5,26.11111111
5/25/1944,5,24.44444444
5/26/1944,5,23.88888889
5/27/1944,5,25
5/28/1944,5,27.22222222
5/29/1944,5,28.33333333
5/30/1944,5,27.77777778
5/31/1944,5,28.88888889
6/1/1944,6,28.88888889
6/2/1944,6,28.33333333
6/3/1944,6,28.88888889
6/4/1944,6,27.22222222
6/5/1944,6,27.77777778
6/6/1944,6,28.88888889
6/7/1944,6,28.33333333
6/8/1944,6,27.77777778
6/9/1944,6,27.77777778
6/10/1944,6,28.33333333
6/11/1944,6,28.88888889
6/12/1944,6,28.33333333
6/13/1944,6,27.77777778
6/14/1944,6,30
6/15/1944,6,28.33333333
6/16/1944,6,27.77777778
6/17/1944,6,26.11111111
6/18/1944,6,25
6/19/1944,6,26.66666667
6/20/1944,6,28.88888889
6/21/1944,6,28.88888889
6/22/1944,6,28.33333333
6/23/1944,6,28.88888889
6/24/1944,6,28.88888889
6/25/1944,6,28.88888889
6/26/1944,6,28.88888889
6/27/1944,6,27.77777778
6/28/1944,6,26.66666667
6/29/1944,6,27.77777778
6/30/1944,6,27.77777778
7/1/1944,7,27.77777778
7/2/1944,7,27.77777778
7/3/1944,7,27.77777778
7/4/1944,7,28.88888889
7/5/1944,7,27.22222222
7/6/1944,7,28.88888889
7/7/1944,7,28.88888889
7/8/1944,7,28.88888889
7/9/1944,7,28.33333333
7/10/1944,7,28.88888889
7/11/1944,7,30.55555556
7/12/1944,7,30.55555556
7/13/1944,7,30
7/14/1944,7,28.33333333
7/15/1944,7,31.11111111
7/16/1944,7,29.44444444
7/17/1944,7,28.88888889
7/18/1944,7,28.88888889
7/19/1944,7,27.77777778
7/20/1944,7,27.77777778
7/21/1944,7,28.33333333
7/22/1944,7,27.77777778
7/23/1944,7,30
7/24/1944,7,31.11111111
7/25/1944,7,31.11111111
7/26/1944,7,30
7/27/1944,7,28.88888889
7/28/1944,7,28.33333333
7/29/1944,7,30.55555556
7/30/1944,7,30.55555556
7/31/1944,7,29.44444444
8/1/1944,8,28.88888889
8/2/1944,8,28.88888889
8/3/1944,8,28.88888889
8/4/1944,8,30.55555556
8/5/1944,8,30
8/6/1944,8,30
8/7/1944,8,30.55555556
8/8/1944,8,30
8/9/1944,8,27.77777778
8/10/1944,8,27.77777778
8/11/1944,8,27.77777778
8/12/1944,8,27.22222222
8/13/1944,8,28.88888889
8/14/1944,8,29.44444444
8/15/1944,8,30
8/16/1944,8,29.44444444
8/17/1944,8,30.55555556
8/18/1944,8,31.11111111
8/19/1944,8,30.55555556
8/20/1944,8,30.55555556
8/21/1944,8,26.66666667
8/22/1944,8,27.22222222
8/23/1944,8,30
8/24/1944,8,31.11111111
8/25/1944,8,28.88888889
8/26/1944,8,26.66666667
8/27/1944,8,28.88888889
8/28/1944,8,27.77777778
8/29/1944,8,26.11111111
8/30/1944,8,27.77777778
8/31/1944,8,27.77777778
9/1/1944,9,25.55555556
9/2/1944,9,27.22222222
9/3/1944,9,26.66666667
9/4/1944,9,27.22222222
9/5/1944,9,27.77777778
9/6/1944,9,27.77777778
9/7/1944,9,27.77777778
9/8/1944,9,26.66666667
9/9/1944,9,26.66666667
9/10/1944,9,27.77777778
9/11/1944,9,27.77777778
9/12/1944,9,27.77777778
9/13/1944,9,26.66666667
9/14/1944,9,27.77777778
9/15/1944,9,27.77777778
9/16/1944,9,27.77777778
9/17/1944,9,26.66666667
9/18/1944,9,26.66666667
9/19/1944,9,26.66666667
9/20/1944,9,27.77777778
9/21/1944,9,26.66666667
9/22/1944,9,25.55555556
9/23/1944,9,26.66666667
9/24/1944,9,27.77777778
9/25/1944,9,27.77777778
9/26/1944,9,26.66666667
9/27/1944,9,25.55555556
9/28/1944,9,27.22222222
9/29/1944,9,27.77777778
9/30/1944,9,27.77777778
10/1/1944,10,28.88888889
10/2/1944,10,29.44444444
10/3/1944,10,30
10/4/1944,10,26.11111111
10/5/1944,10,26.66666667
10/6/1944,10,27.77777778
10/7/1944,10,26.66666667
10/8/1944,10,27.77777778
10/9/1944,10,27.77777778
10/10/1944,10,26.66666667
10/11/1944,10,26.66666667
10/12/1944,10,26.66666667
10/13/1944,10,25.55555556
10/14/1944,10,25.55555556
10/15/1944,10,24.44444444
10/16/1944,10,24.44444444
10/17/1944,10,25.55555556
10/18/1944,10,24.44444444
10/19/1944,10,25
10/20/1944,10,25
10/21/1944,10,25.55555556
10/22/1944,10,25.55555556
10/23/1944,10,25.55555556
10/24/1944,10,25.55555556
10/25/1944,10,24.44444444
10/26/1944,10,24.44444444
10/27/1944,10,24.44444444
10/28/1944,10,25.55555556
10/29/1944,10,23.88888889
10/30/1944,10,23.88888889
10/31/1944,10,23.33333333
11/1/1944,11,21.11111111
11/2/1944,11,22.77777778
11/3/1944,11,23.33333333
11/4/1944,11,23.33333333
11/5/1944,11,22.22222222
11/6/1944,11,22.22222222
11/7/1944,11,22.22222222
11/8/1944,11,21.66666667
11/9/1944,11,22.22222222
11/10/1944,11,21.11111111
11/11/1944,11,22.22222222
11/12/1944,11,22.22222222
11/13/1944,11,22.77777778
11/14/1944,11,21.11111111
11/15/1944,11,23.33333333
11/16/1944,11,21.66666667
11/17/1944,11,21.11111111
11/18/1944,11,21.11111111
11/19/1944,11,21.11111111
11/20/1944,11,21.11111111
11/21/1944,11,20.55555556
11/22/1944,11,20
11/23/1944,11,20
11/24/1944,11,20
11/25/1944,11,20
11/26/1944,11,20
11/27/1944,11,18.88888889
11/28/1944,11,18.88888889
11/29/1944,11,21.11111111
11/30/1944,11,19.44444444
12/2/1944,12,20
12/3/1944,12,20
12/4/1944,12,20
12/5/1944,12,19.44444444
12/6/1944,12,20
12/7/1944,12,20
12/8/1944,12,18.88888889
12/9/1944,12,20
12/10/1944,12,20
12/11/1944,12,18.88888889
12/12/1944,12,20
12/13/1944,12,20
12/14/1944,12,18.88888889
12/15/1944,12,18.88888889
12/16/1944,12,18.33333333
12/17/1944,12,17.77777778
12/18/1944,12,17.77777778
12/19/1944,12,17.77777778
12/20/1944,12,17.77777778
12/21/1944,12,16.66666667
12/22/1944,12,17.77777778
12/23/1944,12,16.66666667
12/24/1944,12,18.88888889
12/25/1944,12,18.88888889
12/26/1944,12,18.33333333
12/27/1944,12,16.66666667
12/28/1944,12,16.66666667
12/29/1944,12,17.77777778
12/30/1944,12,18.33333333
12/31/1944,12,18.88888889
1/1/1945,1,18.88888889
1/2/1945,1,18.88888889
1/3/1945,1,16.66666667
1/4/1945,1,16.66666667
1/5/1945,1,17.22222222
1/6/1945,1,15
1/7/1945,1,14.44444444
1/8/1945,1,12.22222222
1/9/1945,1,13.88888889
1/10/1945,1,15
1/11/1945,1,15.55555556
1/12/1945,1,17.77777778
1/13/1945,1,16.66666667
1/14/1945,1,16.66666667
1/15/1945,1,16.66666667
1/16/1945,1,16.66666667
1/17/1945,1,16.66666667
1/18/1945,1,17.22222222
1/19/1945,1,18.88888889
1/20/1945,1,18.88888889
1/21/1945,1,18.88888889
1/22/1945,1,18.88888889
1/23/1945,1,17.22222222
1/24/1945,1,17.77777778
1/25/1945,1,18.33333333
1/26/1945,1,17.22222222
1/27/1945,1,16.11111111
1/28/1945,1,18.33333333
1/29/1945,1,17.22222222
1/30/1945,1,17.22222222
1/31/1945,1,17.22222222
2/1/1945,2,17.22222222
2/2/1945,2,16.66666667
2/3/1945,2,15.55555556
2/4/1945,2,16.11111111
2/5/1945,2,16.66666667
2/6/1945,2,17.22222222
2/7/1945,2,16.66666667
2/8/1945,2,17.77777778
2/9/1945,2,20
2/10/1945,2,15.55555556
2/11/1945,2,17.22222222
2/12/1945,2,15.55555556
2/13/1945,2,16.66666667
2/14/1945,2,17.22222222
2/15/1945,2,15.55555556
2/16/1945,2,15.55555556
2/17/1945,2,15
2/18/1945,2,17.22222222
2/19/1945,2,17.77777778
2/20/1945,2,18.88888889
2/21/1945,2,18.88888889
2/22/1945,2,18.88888889
2/23/1945,2,17.77777778
2/24/1945,2,18.88888889
2/25/1945,2,16.66666667
2/26/1945,2,18.88888889
2/27/1945,2,19.44444444
2/28/1945,2,16.66666667
3/1/1945,3,20
3/2/1945,3,20
3/3/1945,3,22.77777778
3/4/1945,3,23.33333333
3/5/1945,3,23.88888889
3/6/1945,3,21.66666667
3/7/1945,3,22.22222222
3/8/1945,3,22.22222222
3/9/1945,3,22.77777778
3/10/1945,3,22.22222222
3/11/1945,3,22.22222222
3/12/1945,3,21.11111111
3/13/1945,3,22.22222222
3/14/1945,3,22.22222222
3/15/1945,3,22.22222222
3/16/1945,3,23.33333333
3/17/1945,3,26.11111111
3/18/1945,3,20.55555556
3/19/1945,3,12.22222222
3/20/1945,3,21.66666667
3/21/1945,3,24.44444444
3/22/1945,3,24.44444444
3/23/1945,3,23.33333333
3/24/1945,3,23.33333333
3/25/1945,3,22.22222222
3/26/1945,3,23.33333333
3/27/1945,3,24.44444444
3/28/1945,3,25.55555556
3/29/1945,3,25.55555556
3/30/1945,3,27.77777778
3/31/1945,3,26.66666667
4/1/1945,4,28.33333333
4/2/1945,4,28.88888889
4/3/1945,4,30.55555556
4/4/1945,4,28.88888889
4/5/1945,4,28.88888889
4/6/1945,4,27.22222222
4/7/1945,4,25.55555556
4/8/1945,4,25.55555556
4/9/1945,4,26.66666667
4/10/1945,4,26.66666667
4/11/1945,4,25.55555556
4/12/1945,4,26.66666667
4/13/1945,4,24.44444444
4/14/1945,4,25.55555556
4/15/1945,4,25.55555556
4/16/1945,4,25.55555556
4/17/1945,4,24.44444444
4/18/1945,4,26.66666667
4/19/1945,4,27.22222222
4/20/1945,4,27.77777778
4/21/1945,4,21.11111111
4/22/1945,4,23.33333333
4/23/1945,4,26.11111111
4/24/1945,4,26.66666667
4/25/1945,4,26.11111111
4/26/1945,4,27.22222222
4/27/1945,4,25.55555556
4/28/1945,4,25.55555556
4/29/1945,4,26.66666667
4/30/1945,4,23.88888889
5/1/1945,5,26.66666667
5/2/1945,5,27.77777778
5/3/1945,5,25
5/4/1945,5,24.44444444
5/5/1945,5,24.44444444
5/6/1945,5,26.66666667
5/7/1945,5,25.55555556
5/8/1945,5,24.44444444
5/9/1945,5,25
5/10/1945,5,27.22222222
5/11/1945,5,25.55555556
5/12/1945,5,24.44444444
5/13/1945,5,26.66666667
5/14/1945,5,25.55555556
5/15/1945,5,22.22222222
5/16/1945,5,25
5/17/1945,5,26.66666667
5/18/1945,5,27.22222222
5/19/1945,5,27.77777778
5/20/1945,5,27.77777778
5/21/1945,5,26.11111111
5/22/1945,5,27.77777778
5/23/1945,5,26.66666667
5/24/1945,5,26.66666667
5/25/1945,5,23.88888889
5/26/1945,5,24.44444444
5/27/1945,5,23.33333333
5/28/1945,5,25.55555556
5/29/1945,5,24.44444444
5/30/1945,5,25.55555556
5/31/1945,5,26.66666667
